user;Comment;Label
4carmendei_; halah;NON-CYBERBULYING
fadhilussabri83; Hapus tweet = Kalah ðŸ˜‚;NON-CYBERBULYING
donkdenk2021; Taeeekkk!!!;NON-CYBERBULYING
dhickynr; Nanya sendiri, jawab sendiri;NON-CYBERBULYING
poenz_roby; Orang yg kaya sejak lahir, tak akan merasakan pahitnya hidup jd wong cilik..  Bong2 basa mah teu mâ€¦ https://t.co/pnQS1DyK8l;NON-CYBERBULYING
manehsiah; Setiap viral kok dapetnya kesan negatif.. siapa sih tim sosmed nya..? ðŸ˜‚;NON-CYBERBULYING
hary_latief; Cendol cendol cararendol cendol.;NON-CYBERBULYING
Qroninth; Warung pecelnya mewah ya;NON-CYBERBULYING
Hhg26508814; Wong cilik. Tapi suka meyensarakan wong cilik. Helehh;NON-CYBERBULYING
fahmyfthrrhmn; cih,dek nyalon kakara ka warung pecel;NON-CYBERBULYING
mpeffendi_4250; sok â€˜merakyatâ€™ tapi GA OTENTIK.;NON-CYBERBULYING
Eed_husain; BBM naik kalian diam, terus kalian bilang partai wong cilik ???? Busyet;NON-CYBERBULYING
Mas_Tahir; Atas nama wong cilik terus yg dibawa2. Noh masyarakat kampung di brebes khususnya para petani keciâ€¦ https://t.co/KaLuKnCHbQ;NON-CYBERBULYING
ardinan; Mewah ya warung pecelnya;NON-CYBERBULYING
thearnett; Ratio nya buâ€¦;NON-CYBERBULYING
alihabibi23; Masih ngebranding partai wong cilik???kok ra isin toh buðŸ¥´;NON-CYBERBULYING
gustielrazzaq; Saya pikir dikondangan mbak .. diwarung pecel toh .;NON-CYBERBULYING
alkens_03; ...Senyum &amp;NON-CYBERBULYING
Raiiddddd; Warung pecel lele kursinya ada yang gitu ya;NON-CYBERBULYING
pacultian; Baru nemu warung pecel, mejanya putih bersih, ga dekil karena kena sambel kacang;NON-CYBERBULYING
Tkg_recommend; Lah kocak;CYBERBULLYING
jualansabun; So iyeh ih mba rara;NON-CYBERBULYING
hoorrreeeee;" sak jeg urip kulo dereng nate ngertos panjenengan ""merakyat""  ðŸ™ðŸ™ðŸ™";NON-CYBERBULYING
jerrysetiawaan; Masyarakat wes do pinter2 ndann;NON-CYBERBULYING
tomysahara; BBM naik nangis dulu sono;NON-CYBERBULYING
HermansyahNdaru; Aff iyh;NON-CYBERBULYING
moly_kucing; Hahahhahahaha wong cilik tai kucing.. gak punya malu!;NON-CYBERBULYING
Maseka16699026; Yg di meja kayaknya enak tuh, kami wong cilik jarang makan gituan.;NON-CYBERBULYING
Velaloy; Iya bu iya iya;NON-CYBERBULYING
denanda1108; ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£;NON-CYBERBULYING
zaidin137; Lah wong cilik dari mana Makan mewah amat;NON-CYBERBULYING
mommygaluh; Di negara mana yg suka ngelabelin rakyat dengan Wong cilik? Dua badut bikin mual sumpah;CYBERBULLYING
Aditya_HerlinP; warung pecel mah taplak mejany karpet, kursiny kursi panjang kayu it mana ada disarungin;NON-CYBERBULYING
YAlghoof; Wong cilik....hhhhmmmmmm atau mungkin maksud beliau menyinggung karakter tubuh kita orang asia yanâ€¦ https://t.co/o1KIeqFu1g;NON-CYBERBULYING
CuqiTigaBelas; Aku wong mu buk;NON-CYBERBULYING
HendyWidyow; Hubungannya apaa kalau km cucu nya pak (maaf) presiden kami yang pertama? kinerja beliau dan andaâ€¦ https://t.co/xO4f9Ytf5x;NON-CYBERBULYING
arifr; Di angkringan coba bu kalo berani.. Tapi di pinggir jalan;NON-CYBERBULYING
torang_papua; Partai wong cilik bukan berarti setiap keturunan BELIAU hrs jd PLECIDEN....ðŸ˜;NON-CYBERBULYING
bananafriters; warung kok mejone lemek kain ngono tol;NON-CYBERBULYING
KangMas2012; Sorry saya harus blak2an....masa bodoh kalau ada yg ngeCYBERBULLYING.....kenyataannya emang begitu kok realitas di lapangan.....;NON-CYBERBULYING
jesrckstar; pret;NON-CYBERBULYING
bismaandika; Wong cilik ga dolanan twitter mbak. Btw sego pecel mu lawuhe opo? Empal? 20 ewu dewe iku.;NON-CYBERBULYING
Hudhahughoz; Nih pecel https://t.co/y8axTlFxN3;NON-CYBERBULYING
singakabur;Partainya wong cilik tapi bikin kebijakan nyusahin wong cilik. Pencitraan mulu ae mbah satu ini  mending balik lagi jadi pawang ujan;CYBERBULLYING
dinde_bdl; Muak ah.....  lihat pencitraan  menjelang pilpres semua seolah dekat dengan rakyat...... basi! Omdo! Ora percoyo.;CYBERBULLYING
syehjaelani; Mau ketawa takut dosa;NON-CYBERBULYING
diigolds; @thepopoh @NopalllTs cxixixixi;NON-CYBERBULYING
PanjiScooteris; Wong licik;CYBERBULLYING
agrnvky; Taplak mejanya bagus bgt, itu makan pecel di warung mana bu? Jadi pengen coba juga hehehe;NON-CYBERBULYING
annaufal_andre; P;NON-CYBERBULYING
ab_sadewa; Kayak kondangan;NON-CYBERBULYING
rijulrijulrijul; Orang kalo ga pernah beneran jadi wong cilik ya gini. Pura2 jadi wong cilik cuma demi suara di pemâ€¦ https://t.co/2twdk7sGr4;NON-CYBERBULYING
tdamaraq; Ckp tw;NON-CYBERBULYING
nrhmd95_; setelah berbagai kebijakan yang memberatkan wong cilik dari kader partai yang saat ini jadi presidâ€¦ https://t.co/hGxDy8t00K;NON-CYBERBULYING
djalu_ahmad; Waduk sero!;NON-CYBERBULYING
rizki_mizuki; Kurang gorengan sg wes lembek, blek krupuk werno biru, sedotan warna warni nah kui bener warung pecel oh ya sama kobokan;NON-CYBERBULYING
mandaltf; Kalo mereka menang patut dicurigai;NON-CYBERBULYING
tydakbukacabang; Saya biasa beli pecel harga 5k sayurnya tok,nasinya saya bikin sendiri biar irit (kalo pake nasi 8â€¦ https://t.co/Ns7ulXtIoN;NON-CYBERBULYING
adeabraham_; Tapi tetep enga ah;NON-CYBERBULYING
DarwisSteven; ParTAI penginjak wong cilik yg pakai sandal jepit;CYBERBULLYING
abuazha86010153; Hahaha wong cilik? Itu warung wong cilik?   Woy wong cilik kok kalian betah amat jadi wong cilik tâ€¦ https://t.co/AZcw32mqqB;NON-CYBERBULYING
sulfanprnt; Sipaling ahli dalam bersandiwara;CYBERBULLYING
Pengamat_ISL; Apa . Partainya wong cilik ?????  Jujur saja. Sudah nyesel milih PDIP;NON-CYBERBULYING
KangMas2012; Kalau partainya wong cilik gak eksklusif kali.....makan di lesehan bukan pamerin di restoran.....iâ€¦ https://t.co/6qFS7KP2og;NON-CYBERBULYING
mangakigelo; partai licik,,ga punya kemampuan selain ngelicikin rakyatnya,,dengan aktingnya sok jdi orang paling suci saat mulai pemilu;CYBERBULLYING
adityanopr_; Warung apaan semewah itu? Emang warung pecel pada umumnya kaya gitu? Mana pake taplak putih. Mau kâ€¦ https://t.co/3OoVeGQPKH;NON-CYBERBULYING
blekatze;keren warung nya, meja dirampel, kursi disarungin.....wkwkwkwkw aku hanya terdiam sambil kentut diam2, lihat teman kawan ku punya teman;NON-CYBERBULYING
eLYamin05; Dan kami sangat senang jika BBM naik wong cilik semakin menjerit;NON-CYBERBULYING
vikigumilang; Protokoler dan spri Ibu hebat! Kereeenn!;NON-CYBERBULYING
AnakBukit7; Makin banyak wongcilik,makin banyak dapat....;NON-CYBERBULYING
Joshhirman; Masih mau jualan slogan â€œPartai Wong Cilik??? emang masih ada yg percaya??? Gw sih enggakâ€¦ hueeekðŸ¤®ðŸ¤®ðŸ¤®;NON-CYBERBULYING
BudiHer37868321; Kardusnya dimana itu mbak...kok cuma durian doang;NON-CYBERBULYING
damosdaniel; Warung pecel meja nya berlapis taplak putih..;NON-CYBERBULYING
wow_yarou; Geliik bet liat nya;NON-CYBERBULYING
ajiheruar1; Sangat cilik Sampek koyo pitik;NON-CYBERBULYING
cindelleah; Ngelawak muluu gk capek???;CYBERBULLYING
sabilurrosyad8; Kayak gininya cuma mau pilpres saja?;NON-CYBERBULYING
Dedd32605576; Serahkan Saja Capres Ke @ganjarpranowo Anda Tidak Akan Kuat PuraÂ² Jadi Wong cilik....;NON-CYBERBULYING
eef_heryanto; https://t.co/syWQnS3MFL;NON-CYBERBULYING
panndudwi; Batasan merakyat dipikiran ibu seperti apa? Emng dengan sekedar post foto makan di warung pecel diâ€¦ https://t.co/0Cohm6vRwY;NON-CYBERBULYING
PakAgung6; Partainya yg dipuja dn didukung wong cilik benar benar TAPI ITU DULU  .sekarang  jadi partainya peâ€¦ https://t.co/o6nVLUsvHC;NON-CYBERBULYING
wangilaksita; Wong cilik negara mana maksudnya? Bisa diperjelas? Soale blm pernah nemu warung pecel sing table câ€¦ https://t.co/EnlMbvHpmq;NON-CYBERBULYING
jarbluesky; wong coco;NON-CYBERBULYING
blackbonk69; https://t.co/pLgMg9VvVp;NON-CYBERBULYING
klembak69menyan; Warung itu seperti ini…;NON-CYBERBULYING
Yani73044989; Partai wong cilik..PREET laah..blm jadi presiden ajee udah sering matiin MIC..pegimane udah jadi pâ€¦ https://t.co/bpd14RbFyW;NON-CYBERBULYING
Galih65442536; golek opo bu;NON-CYBERBULYING
KapusanBrosur;" Rumput yang diinjak-injak dan jadi pakan ""hewan ternak"".";NON-CYBERBULYING
IwanSet13896256; Warung pecel lele mana yang mejanya pake taplak putih gitu.. Partai wong cilik dengan pura-pura paâ€¦ https://t.co/ne3cVI0UrH;NON-CYBERBULYING
yundasari; Akar rumput yg dulu berjuang bersama wong cilik saat DEMO TURUNKAN HARGA BBM;NON-CYBERBULYING
angga_lie; Sandal jepit nya yg merk hush pupies y biar Cuma sandal jepit tapi yg mampu beli org org kaya wkwkwkk;NON-CYBERBULYING
cokderamaa; Ente yg bagi2 baju tp sambil cemberut di tiktok itu ya?;NON-CYBERBULYING
042Teguh; Musangking nya enak ga mbak Puan?? Rakyat mau coba;NON-CYBERBULYING
dedykatolet80; Partai wong licik...;CYBERBULLYING
Becakfantasi191; Wwkwkwkwkwkwkw dagelan iki;CYBERBULLYING
halah_ud; Haduhh itu kerupuk nnti mlempem ðŸ˜©;NON-CYBERBULYING
pojaaaaaannnn; Hah? Ga salah ngetik bu? Kemana partai yang katanya partai wong cilik pas bbm naik?;NON-CYBERBULYING
kimimaki; Memang kalian partainya daus mini dan kawan-kawan.... Itu versi wong cilik yang cocok buat partai anda;CYBERBULLYING
adityawicak; Akar rumput dalang korupsi kali hahaha;NON-CYBERBULYING
SusantoAfan; Wong cilok kali bu, atas nama wong cilik tp bapak ibu yg terhormat. Selalu membuat kebijakan menyusakan wong cilik;NON-CYBERBULYING
MHusen48982241; Wong cilik sama gak sama wong kunted;NON-CYBERBULYING
Jampe_Harupatt; Peryogi buktos sanÃ©s seueur waos.;NON-CYBERBULYING
Vyucious; Partai wong cilik apa partai bullshit? PuraÂ² merakyat tp tetep aja gagal.;CYBERBULLYING
baladewa1982; Maaf mbak, itu resto bukan warung.;NON-CYBERBULYING
Novtjsuh; Saya jg wong cilik bu;NON-CYBERBULYING
BisaaBisaa;" Dinda jgn marah"".. ðŸ˜ https://t.co/KIbONRN6v2";NON-CYBERBULYING
aldyhacor; The real partai wong cilik https://t.co/UlfL0n7Yh7;NON-CYBERBULYING
James72628397; Maaf mbak, jika anda jadi mencalonkan diri sbgi Capres di 2024 nanti, ijinkan saya untuk tdk memilâ€¦ https://t.co/UIhq6OnQMh;NON-CYBERBULYING
g3ndh3ng; warung mana kursinya disarungin warna putih?  apakah ini warung wong cilik setelah revolusi 4.0 Bung @budimandjatmiko?;NON-CYBERBULYING
TARYOKOLANJAR; Tapi waktu ke lokasi, naik angkutan umum seperti wong cilik atau naik Vellfire bu ? ðŸ˜›  Saya kok maâ€¦ https://t.co/WTyoCkaG68;NON-CYBERBULYING
txtdarisains; Oh;NON-CYBERBULYING
richardzzzt; Wong cilik matamu;CYBERBULLYING
reggy_anjasmara; Tai;NON-CYBERBULYING
naklakik; Wong cilik yg mna yg dimaksud mba puan ;NON-CYBERBULYING
andrewbendico; Puan elektabilitas anda sudah naik di pertahankan untuk mengimbangi pesona  Ganjar perlu usaha keras;NON-CYBERBULYING
HenryApek; Yang makan di warung prcel itu bersih dan gak berantakan juga ya selama ini kalau makan. Keliatanâ€¦ https://t.co/0GPZPBNQNl;NON-CYBERBULYING
anastasiafingki; Keren warung wong cilik nuansanya kek hajatan serba putih rapi, dimana ini? Sebagai the real kaumâ€¦ https://t.co/Jva3FBX39B;NON-CYBERBULYING
iqbalaziz04; HahahahahaHa;NON-CYBERBULYING
Dhimas_Mashudi; Saya dukung mbak puan menjadi Cawapres. Iya Cawapres saja lebih pas. Siapa Capresnya ? Pilih tokohâ€¦ https://t.co/5fdT3sKFuI;NON-CYBERBULYING
OxigenForest; https://t.co/WzQM9Phq4v;NON-CYBERBULYING
stev_aryanto; Akar rumput itu sehari-hari makan pecel lele. Kalau sekali-sekali namanya borju lagi piknik.  Lagiâ€¦ https://t.co/N9qAXAdYSn;NON-CYBERBULYING
YossWong; Iya lawong pengurus partai nya sederhana, merakyat, peduli rakyat, sandalnya japit... Makannya sajâ€¦ https://t.co/tRGjfcKjme;NON-CYBERBULYING
fatyakresnawan; Sangat sesuai dengan tweet diatas ðŸ™ƒ https://t.co/NrcBlj3PnP;NON-CYBERBULYING
djokoAdv; Tapi Elite Partai nya bukan Wong Cilik kan Bu....? ðŸ¤£ðŸ¤£;NON-CYBERBULYING
KuncungKecil; Pak Ganjar keren ya Bu?;NON-CYBERBULYING
carnita7; ðŸ¤®ðŸ¤®ðŸ¤®;NON-CYBERBULYING
excommunic4do; Mbak Rara ini pasti idolanya wong cilik.... Warungnya mevvahhh...  ðŸ¤­;NON-CYBERBULYING
dartowehh; partainya wong cilik itu dilihat dari cara mensejahterakannya, bukan dilihat dari makan apaan,, paâ€¦ https://t.co/75kRzgoOxM;NON-CYBERBULYING
Yoki_BalBoa10; Mantap Mbak Rara pawang turun BBM eh Hujan ðŸ¤ª;CYBERBULLYING
pahpoh918;Mbak puan yang bijaksana, bolehkah rakyat jelata ini pinjam sendal jepitnya. Untuk nabokin mikropon seluruh Indonesia agar tak bisa bersuara lagi. Saya akan sisain 1 mikropon untuk khusus sampean.;NON-CYBERBULYING
arul_Wizzz; Yayayaya sa karepmu bu;NON-CYBERBULYING
0xnissaBi9win; Katanya partai wong cilik, tapi kok BBM naik diemÂ² aja bu.. ga kayak waktu itu ada sedihÂ² nya gimana gitu ðŸ˜¢;NON-CYBERBULYING
andytya_wahyu; Mosok gak ada rambak woyo-woyonnya.;NON-CYBERBULYING
EpraBejoe; Gak diajak nanem padi sambil hujanan mbak?;NON-CYBERBULYING
UwuMasaiii; Hmmm semoga diberi hidayah ya bu;NON-CYBERBULYING
jullyhend; Taplak meja warung pecel lebih bagus dari pada acara hajatan tetangga;NON-CYBERBULYING
WawanGu87331719; Partai wong cilik yg mna mbak???;NON-CYBERBULYING
avireadacc; Lah makan pecel aja di update. Tau ga sih, biasanya kita lebih sering update hal yg jarang kita laâ€¦ https://t.co/hMj6rd7mip;NON-CYBERBULYING
olweismad; Wong cilik matamu,jaman sby dulu nangis2 lu bbm naik 500 perak!skrg bbm naik 2000an lo diem2 bae!;NON-CYBERBULYING
Ans_kun; Idih.. Cuiiihh..;NON-CYBERBULYING
AfkaYudi; kami rakyat diumpamakan dg sandal jepitâ€¦ðŸ¤¦â€â™‚ï¸;NON-CYBERBULYING
ChristGuntur4; Pertanyaannya mengapa survey utk anda kecil, ora gaduk. Saya ini PNI turun temurun, saya bangga PDâ€¦ https://t.co/zAdlKzI5EY;NON-CYBERBULYING
salmon_toding; Sejak tragedi 27 Juli 1996, saat itu saya simpati dgn pdi dan menjadi akar rumput tapi kalau sekarâ€¦ https://t.co/2ZMpHs3S0i;NON-CYBERBULYING
momotaro7106; Meh rabi tah? Opok buka warung pecel wae?;NON-CYBERBULYING
anak_11nya; 2024 harusnya masyarakat paham betul. siapa nanti sosok presiden yg bener2 memikirkan rakyat, bukaâ€¦ https://t.co/PXLJnbwJVu;NON-CYBERBULYING
ributyuk10; Wong cilik ko, matiin mic? ðŸ¤£ðŸ¤£ðŸ¤£;NON-CYBERBULYING
pawmpkiin; keren bu puanðŸ‘ðŸ» https://t.co/Y5RHswU4K8;NON-CYBERBULYING
Coretan_hidup10; Ente kadang kadang wong cilik cilik gth;NON-CYBERBULYING
DeniSufrianto; Pfft;NON-CYBERBULYING
oxsha_febriawan; @thepopoh Gausah nyampah di dunia maya kau, cukup di dunia nyata saja sudah meresahkan rakyat, ingat umur;CYBERBULLYING
ADEYOGA37298880; EMANG EAAKKK MBA RARA ?;NON-CYBERBULYING
Hendri_or_Andi; Seperti dua anak manusia yang sedang dimabuk asmara;NON-CYBERBULYING
wuulandari; Wong cilik pake lexus;NON-CYBERBULYING
diediemanink; Keren keren coba di warning bu? Kedai terkecil di serang;NON-CYBERBULYING
HayateSeiji; Di kampung saya nasi pecel 3500 lauk tempe...;NON-CYBERBULYING
ullingmatt88; Hahaha buset dah mba rara makin pede aja ðŸ˜…ðŸ˜…ðŸ˜…;NON-CYBERBULYING
rief7722; PreeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeÃ©eÃ©eeeÃ©eeeeeeeÃ©etttttt;NON-CYBERBULYING
andrinoft; Gak belajar dri jokowi konsep merakyatnya dan pencitr**nnya;CYBERBULLYING
mas_Rize; Wong cilik nya dimana bu? Kenapa tidak terlihat makan bersama di satu meja??;NON-CYBERBULYING
syhlm; Mba Rara, mungkin lain kali bisa cari produser atau fotografer yang bagusan dikit bikin konsep.;NON-CYBERBULYING
afdhal_aja; https://t.co/IU4NBTGBdo;NON-CYBERBULYING
bukanjayadi; Bangga sama kamu mba raraðŸ¥°;NON-CYBERBULYING
fitriyono1989; Sangat lucu dan terhibur sekaliðŸ¤£;NON-CYBERBULYING
marc_kojack; Wong cilik kok peyek dideleh neng piring,Yo dideleh neng kaleng wafer to yo;NON-CYBERBULYING
RPNaa15; Tidak percaya bantengðŸ™ƒ;NON-CYBERBULYING
thpuspitawati; Makan pecel tapi ekslusif...tetap memposisikan diri sebagai juragan. Memang karakter itu selalu akan terlihat nyata...;NON-CYBERBULYING
leonazhar; kontol;NON-CYBERBULYING
orochioci; @MakeItAQuote;NON-CYBERBULYING
soemimasen; Tidak mencerminkan wong cilik bu.;NON-CYBERBULYING
fajrimuhammd_; Kayanya warung nasi pecel gak ada yg kursi sama mejanya kaya gituðŸ¤” yg ada kursi plastik sama mejaâ€¦ https://t.co/xUVn7ifzPi;NON-CYBERBULYING
MyBunny65511776; Bu pada suka P Ganjar pripun ? Panjenengan tetep di DPR Mawon biar P Ganjar nyapres gihh;NON-CYBERBULYING
elchal9; rip kemaluan ðŸ¥² ;NON-CYBERBULYING
L_Meigi; mungkin typo, itu wong licik;CYBERBULLYING
AfandiMarwan; ðŸ¥±;NON-CYBERBULYING
ka_bjor; Lebih dekat dengan wong cilik ya lngsung ke wong nya bu, pak. Dan bukan buah durian. https://t.co/3yWNYEUk9J;NON-CYBERBULYING
Sindukamu8; Siap;NON-CYBERBULYING
PapaHenji; coba liat lagi warung yang kau bilang wong cilik seperti apa. gak usah ngomong bela wong cilik, kaâ€¦ https://t.co/hleg5IazDk;NON-CYBERBULYING
opdapodik; https://t.co/csJpudziMV;NON-CYBERBULYING
achmadlhakim_; nafas terakhir si Banteng;NON-CYBERBULYING
gilanoo; Warung pecel mejanya pake taplak, bangkunya dibungkus, pecel VIP wkwkwk;NON-CYBERBULYING
Ahmad66611340; Wong cilik sing penting wareg ibu,..tapi beli Duren Montong ya abot;NON-CYBERBULYING
tukanganalisa; sendal jepit dan rumput https://t.co/JQUXzeENuH;NON-CYBERBULYING
Pras_Bejo; WARUNG YANG MERAKYAT ðŸ˜…ðŸ˜‚ðŸ¤£;NON-CYBERBULYING
NakoelaPandawa5; Trm ksh ibu udah makan nasi pecel warung pecel.. Alhamdulillah jd rejekinya yg punya warung pecel.â€¦ https://t.co/IarOqTiT0x;NON-CYBERBULYING
gentosugito; Partai Wong cilik = Partai sendal jepit, wong ciliknya dijadikan sendal jepit???;NON-CYBERBULYING
sakbanpardosi1; Merasa partai wong cilik ,sendal jepit ,tapi kelakuan kok malah nyekik,foto hanyalah sebagai pemanis ðŸ˜‚;NON-CYBERBULYING
Cheroinz; Warung? Itu mah restoran anjir :v;NON-CYBERBULYING
arion_vasco; Masih kurang licik bu, besok besok bikin sesi makan di warteg, sama warmindo AA sunda. Saran aja bâ€¦ https://t.co/XtEpoYSixA;CYBERBULLYING
abiriki83; Awas lama2 malah jadian ðŸ¤­;NON-CYBERBULYING
Indranabel; Seneng baca komen2nya...;NON-CYBERBULYING
JricorRegar; Are you kidding Bu Puan ? Marginal people did not have the privilege to eat that way.;NON-CYBERBULYING
FajarDwiPutraa; Gak laku ah !;NON-CYBERBULYING
Dungdun18824836; Ke sungai aja dua partai ini;NON-CYBERBULYING
pikirliarpetal; akar rumput jare wkwkwkwkwk;NON-CYBERBULYING
pulungarbi; Mantap bu. Siap gas 2024 mas @padgulipad @haerumanFORZA;NON-CYBERBULYING
astu_dew; Gemeske;NON-CYBERBULYING
BangkitRhd91; Bang sadddhhh, wong cilik lu jadikan bahan jualan... dasar penjual ludah...;CYBERBULLYING
irsyadur; PLEKETEK Mbak.;NON-CYBERBULYING
91fatur; Partai ewg cilik tapi pas jadi pnguasa tutup mata tutup telinga sama ewg cilik prestasi suka matiin mikðŸ˜‚;NON-CYBERBULYING
29ariko; Partai wong cilik??? Hahahaha....;NON-CYBERBULYING
tokopedi4; Kok ga ada malu malu nya ya jadi orang, sedikit pun ga ada kayanya.;NON-CYBERBULYING
Hendri_darmwan; Tak bisa ku mengerti buk ðŸ˜;NON-CYBERBULYING
BagusPSadewo; Perkuat oligarki dengan omnibus law, setuju naikkan bbm dan buat ikn dan istana baru di tengah kesâ€¦ https://t.co/P0GP1oeoAP;NON-CYBERBULYING
nashrullahHNI; Kalau saya sebagai suaminya puan, aku tarik , cemburu aku......tapi untung aku bukan suaminya;NON-CYBERBULYING
Pentolcilok3; PKI ada di dalam tubuh PDIP sangat berbahaya https://t.co/VWkudYK2vK;CYBERBULLYING
qqnasbung; Ne li ofÃ®sÃª, ne li malÃª, civÃ®na Ã®ro li dikana pecelÃª. Ã‡ima dikan? ErÃª, Ã§ima na, PDI-P Ã» PKB her duâ€¦ https://t.co/pHtBvZrV7M;NON-CYBERBULYING
mentaiisshit; affh iyh?;NON-CYBERBULYING
Nanda_Ismael;senyum yg sering kak senyum selalu biar mukanya enak diliat tarik dikit ujung bibirnya jangan CEMBERUT MULUK bisa bikin kerut muka... SENYUM ajaaa. botox sering2 bikin otot kaku;NON-CYBERBULYING
nDoey312015; Nehh mba puan ada yg ngomongin....... https://t.co/fd3IDcYUSj;NON-CYBERBULYING
faizuddaroini; Nggeheuheu, Masyarakat sedaya niki sampun semerap lan ngertos sedaya kok Buk Pak. Misale mung isoâ€¦ https://t.co/3T9LxJzVts;NON-CYBERBULYING
raghibalmiqdad; PREEEEEEETTTTTTTT ðŸ’©ðŸ’©;NON-CYBERBULYING
hawky2330; Hmmm...aksi basi untuk memenangkan Diri. Rakyat  Indonesia itu Capek di bodohi , capek sama janji2â€¦ https://t.co/PurWGub0ny;CYBERBULLYING
Pentolcilok3; https://t.co/xkSOfdmRxX;NON-CYBERBULYING
wicaksonocathur; Apa;NON-CYBERBULYING
kingMouJack; Haha...sehat selalu pak anies...;NON-CYBERBULYING
fansetiamu; Info warung pecel merakyat yang mejanya kek gini dimana ya?;NON-CYBERBULYING
Pentolcilok3; Mendadak Kadrun yang dibenci oleh cebong, kaum kolam, busser peking, politik Identitas juga ternyaâ€¦ https://t.co/137E8pYs9X;NON-CYBERBULYING
yazixchi; Wkwkwk;NON-CYBERBULYING
Suad25967000; Partai pencekik wong cilik;CYBERBULLYING
aereseagle; Cilik opo licik? cuma nanya yo..;CYBERBULLYING
creat_jackysan; Motif kotor dengan segala Pencitraanya sudh terwakilkan oleh Film Drakor The Big Mouth,  Rakyat inâ€¦ https://t.co/xKf2ceLodl;NON-CYBERBULYING
pippolippi22; nipu rakyat lagi aja dgn mengatasnamakan wong cilik..;CYBERBULLYING
Hafid_96_; Cuihhhh...;NON-CYBERBULYING
xxxxhdjenar;" Dih ""WaRun9 pEcEl"" ""woN9 ciLik"" ""w0n9 s3nd4l j3piT"" ""ak4r rUmput""";NON-CYBERBULYING
winia_dewi; Artinya wong cilik tuh apa ya ?ðŸ¤”;NON-CYBERBULYING
heheDRmuchtara; Ucok baba di bawa bawa mulu;CYBERBULLYING
AduntYudha; Mbak Puan nih anggun se anggun warung pecelnya yg bersih...wong cilik ðŸ¤­;NON-CYBERBULYING
colddccloud; Ye ke?;NON-CYBERBULYING
voldtase; Blooook;NON-CYBERBULYING
beebearbeer; Tapi kyaknya lagi pakai sepatu dehh bukan pakai sendal jepit, jadi bukan wong cilik;NON-CYBERBULYING
AmpunNakal; AudzubillahiminasyaitoonirrojiimðŸ¤²;NON-CYBERBULYING
Lactococcuss; Alaaaaaah paling juga kalau wong cilik lagi bersuara micnya langsung dimatikan ðŸ¤­;CYBERBULLYING
