Comment,Label
"['berlindung', 'dibalik', 'nama', 'cilik', 'kenyataannya', 'bikin', 'susah', 'hidup', 'cilik', 'bbm', 'diam']",NON-CYBERBULYING
"['isu', 'cilik', 'bahan', 'bakar']",NON-CYBERBULYING
"['memaksakan', 'buk', 'rakyat', 'simpati', 'pa', 'jokowi', 'pdi', 'klo', 'emang', 'ib']",NON-CYBERBULYING
"['ayo', 'maju', 'dadi', 'presiden', 'bu', 'syemangat']",NON-CYBERBULYING
"['warung', 'pecelnya', 'bagus', 'ya', 'mejanya', 'skirting', 'jual', 'aqua', 'ukuran', 'warung', 'sih', 'jualnya', 'ukuran', 'tanggung']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['ngapusi', 'ae', 'partai', 'cilik', 'dr', 'cm', 'sm', 'gerombolan', 'cebong', 'yg', 'cm', 'bikin', 'susah', 'rakyat', 'yg']",NON-CYBERBULYING
"['gw', 'inget', 'lu', 'pas', 'baca', 'kepsyennya', 'gan', 'akar', 'rumput']",NON-CYBERBULYING
"['quote', 'tweets', 'nya', 'likes']",NON-CYBERBULYING
['hmmmmmm'],NON-CYBERBULYING
"['gimmick', 'merakyat', 'aja', 'gagal']",NON-CYBERBULYING
"['dirapat', 'dirumah', 'mic', 'dimatiin']",NON-CYBERBULYING
"['partai', 'cilik', 'juliari', 'kaya']",NON-CYBERBULYING
"['kalo', 'sdh', 'urat', 'malu', 'putus', 'menistakan', 'jd', 'salah', 'orang', 'yg', 'mukjizat', 'mematikan', 'micropone']",CYBERBULLYING
"['kangen', 'tangisan', 'mbak', 'harga', 'bbm']",NON-CYBERBULYING
['dih'],NON-CYBERBULYING
"['coba', 'ya', 'bu']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['wowowowo', 'gk', 'ngefeck', 'bngt']",NON-CYBERBULYING
"['utekmu', 'cilik']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['avah', 'iyaahh']",NON-CYBERBULYING
['ngarang'],NON-CYBERBULYING
"['ko', 'warung', 'nya', 'sepi', 'tah', 'ndi', 'cilik', 'e']",NON-CYBERBULYING
['pret'],NON-CYBERBULYING
"['merakyat', 'waroeng', 'pecel', 'nya', 'ga', 'rakyat', 'batasi', 'ga', 'tuh']",NON-CYBERBULYING
"['bu', 'puan', 'mending', 'rapat', 'kantor', 'aja']",NON-CYBERBULYING
"['bbm', 'bu', 'diliat', 'ni', 'cilik', 'susah', 'ni', 'bu', 'makan', 'pecel', 'lele', 'mah', 'aja']",NON-CYBERBULYING
"['cocok', 'usaha']",NON-CYBERBULYING
"['partai', 'cilik', 'tp', 'menipu', 'cilik', 'nangis2', 'bbm', 'skrng', 'naikin', 'dasar', 'munafik', 'lo', 'partai', 'pnipu']",CYBERBULLYING
['ndopok'],NON-CYBERBULYING
['nyenyenye'],NON-CYBERBULYING
"['mik', 'nya', 'nd', 'dibawa', 'bu']",NON-CYBERBULYING
['qkqkqkqk'],NON-CYBERBULYING
"['warung', 'buka', 'meja', 'amp']",NON-CYBERBULYING
"['warung', 'meja', 'kursinya', 'sarungin', 'putih', 'meja', 'kursi', 'kundangan', 'buk', 'weleh', 'weleh']",NON-CYBERBULYING
"['ga', 'warung', 'bakso', 'mba']",NON-CYBERBULYING
"['kamera', 'action']",NON-CYBERBULYING
"['hahaha', 'udah', 'jgn', 'jualan', 'citra', 'mulu', 'udah', 'ketauan', 'busuknya', 'ko']",CYBERBULLYING
"['pakai', 'sutradara', 'mas', 'bikin', 'settingan', 'reliable', 'mas', 'joko', 'berkenan', 'lho', 'ha', 'ha', 'ha', 'settingan', 'maksa', 'ditertawakan', 'netizen']",NON-CYBERBULYING
['ok'],NON-CYBERBULYING
"['sih', 'buk']",NON-CYBERBULYING
"['dasar', 'politikus', 'giliran', 'maunya', 'aja', 'bawa', 'bawa', 'orang']",NON-CYBERBULYING
"['hahahhahahhahahhahahaha', 'puncak', 'komedi']",NON-CYBERBULYING
"['tp', 'bbm', 'ko', 'ga', 'nangis', 'trus', 'tunjukan', 'prestasi', 'yg', 'berdampak', 'tehadap', 'cilik']",NON-CYBERBULYING
"['cilik', 'sendal', 'jepit', 'makan', 'ditempat', 'ginian', 'makannya', 'hotel', 'berb']",NON-CYBERBULYING
"['ya', 'allah', 'pilihkan', 'pemimpin', 'takut', 'padamu', 'sayang', 'kau', 'pilihkan', 'pem']",NON-CYBERBULYING
"['komentar', 'gua', 'baca', 'gagal', 'framing', 'gua', 'ketawa', 'sih', 'baca', 'postingan', 'komentarnya']",NON-CYBERBULYING
"['cilik', 'palsu']",NON-CYBERBULYING
['omdo'],NON-CYBERBULYING
['oow'],NON-CYBERBULYING
"['warungnya', 'bagus', 'bu', 'coba', 'pinggir', 'pinggir', 'terminal']",NON-CYBERBULYING
"['kumpret', 'mbak', 'g', 'milih', 'air', 'mata', 'buaya']",NON-CYBERBULYING
"['mangan', 'sego', 'pecel', 'nggo', 'sendok', 'mulok', 'nk', 'wani']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['kaca', 'kacaaa']",NON-CYBERBULYING
"['makannya', 'nambah', 'gak', 'tuh', 'kalo', 'gak', 'nambah', 'merakyat', 'namanya']",NON-CYBERBULYING
"['belajar', 'baim']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['meja', 'kursinya', 'bagus', 'bersih', 'ketua', 'dpr', 'ri', 'memperoleh', 'pelayanan', 'terbaik']",NON-CYBERBULYING
"['warung', 'pecel', 'mewah', 'gini', 'sak', 'pincuk', 'berapaan', 'ya', 'nambah', 'gorengan', 'jeroan', 'minumnya', 'ga', 'teh', 'p']",NON-CYBERBULYING
"['sandal', 'jepit', 'ndasmu']",CYBERBULLYING
"['limau', 'cilik']",NON-CYBERBULYING
"['warung2', 'gitu', 'buahnya', 'pisang', 'bu', 'duren', 'yak']",NON-CYBERBULYING
"['aduuuuhh', 'adduuuuh', 'addduuhh', '2024', 'no', 'banteng', 'takut', 'srudug', 'jaman', 'sby', 'mati', 'an', 'demo', 'sekaran']",NON-CYBERBULYING
"['hahaha', 'hahaha', 'ketawain', 'aja']",NON-CYBERBULYING
"['pecel', 'lele', 'cilik', 'pake', 'alasnya', 'piring', 'rotan', 'mejanya', 'putih', 'bersih', 'kebanyakan']",NON-CYBERBULYING
"['bengrut', 'bu', 'pecelnya', 'enak', 'cuman', 'yg', 'jual', 'lumayan', 'jutek', 'warkop', 'pandawa']",NON-CYBERBULYING
"['bangkitkan', 'derejat', 'perempuan']",NON-CYBERBULYING
['hmmm'],NON-CYBERBULYING
"['sendal', 'jepit', 'merk', 'gucci']",NON-CYBERBULYING
"['puan', 'soekarno']",NON-CYBERBULYING
"['njenengan', 'hebat', 'bu', 'sehat', 'gak', 'berani', 'makan', 'pecel', 'pencuci', 'mulut', 'durian']",NON-CYBERBULYING
"['cilik', 'warunge', 'ngono', 'ya']",NON-CYBERBULYING
"['adul', 'cilik', 'aja', 'ogah']",NON-CYBERBULYING
"['puan', 'kontol']",CYBERBULLYING
"['puan', 'monyet']",CYBERBULLYING
['brisik'],NON-CYBERBULYING
[],NON-CYBERBULYING
"['gak', 'gue', 'pilih', 'lu']",NON-CYBERBULYING
"['duh', 'mbak', 'mbak', 'nggak', 'salah', 'tuh', 'partai', 'licik', 'eh', 'cilik', 'mbak', 'puan', 'pakai', 'sendal', 'jepit', 'wc', 'basii', 'mbak', 'rakyat', 'sdh', 'cerdas', 'nggak', 'lg', 'jd', 'objek', 'partaimu']",CYBERBULLYING
"['gagal', 'bu', 'gagal', 'udah', 'gagal', 'gagal']",NON-CYBERBULYING
"['berani', 'ngomong', 'partai', 'cilik', 'mbak', 'dana', 'bansos', 'potong', 'kemaren', 'partai', 'ya']",NON-CYBERBULYING
"['udh', 'mls', 'nyoblos']",NON-CYBERBULYING
"['cilik', 'licik']",CYBERBULLYING
"['bawa2', 'cilik', 'lg', 'mbak', 'klo', 'kenyataan', 'bikin', 'susah', 'cilik', 'aee']",NON-CYBERBULYING
['halah'],NON-CYBERBULYING
"['hapus', 'tweet', 'kalah']",NON-CYBERBULYING
['taeeekkk'],NON-CYBERBULYING
['nanya'],NON-CYBERBULYING
"['orang', 'yg', 'kaya', 'lahir', 'merasakan', 'pahitnya', 'hidup', 'jd', 'cilik', 'bong2', 'basa', 'mah', 'teu', 'm']",NON-CYBERBULYING
"['viral', 'dapetnya', 'kesan', 'negatif', 'sih', 'tim', 'sosmed', 'nya']",NON-CYBERBULYING
"['cendol', 'cendol', 'cararendol', 'cendol']",NON-CYBERBULYING
"['warung', 'pecelnya', 'mewah', 'ya']",NON-CYBERBULYING
"['cilik', 'suka', 'meyensarakan', 'cilik', 'helehh']",NON-CYBERBULYING
"['cih', 'dek', 'nyalon', 'kakara', 'ka', 'warung', 'pecel']",NON-CYBERBULYING
"['sok', 'merakyat', 'ga', 'otentik']",NON-CYBERBULYING
"['bbm', 'diam', 'bilang', 'partai', 'cilik', 'busyet']",NON-CYBERBULYING
"['nama', 'cilik', 'yg', 'dibawa2', 'noh', 'masyarakat', 'kampung', 'brebes', 'petani', 'keci']",NON-CYBERBULYING
"['mewah', 'ya', 'warung', 'pecelnya']",NON-CYBERBULYING
"['ratio', 'nya', 'bu']",NON-CYBERBULYING
"['ngebranding', 'partai', 'cilik', 'ra', 'isin', 'bu']",NON-CYBERBULYING
"['pikir', 'dikondangan', 'mbak', 'diwarung', 'pecel']",NON-CYBERBULYING
"['senyum', 'amp']",NON-CYBERBULYING
"['warung', 'pecel', 'lele', 'kursinya', 'gitu', 'ya']",NON-CYBERBULYING
"['nemu', 'warung', 'pecel', 'mejanya', 'putih', 'bersih', 'ga', 'dekil', 'kena', 'sambel', 'kacang']",NON-CYBERBULYING
['kocak'],CYBERBULLYING
"['so', 'iyeh', 'ih', 'mba', 'rara']",NON-CYBERBULYING
"['sak', 'jeg', 'urip', 'kulo', 'dereng', 'nate', 'ngertos', 'panjenengan', 'merakyat']",NON-CYBERBULYING
"['masyarakat', 'wes', 'do', 'pinter2', 'ndann']",NON-CYBERBULYING
"['bbm', 'nangis', 'sono']",NON-CYBERBULYING
"['aff', 'iyh']",NON-CYBERBULYING
"['hahahhahahaha', 'cilik', 'tai', 'kucing', 'gak', 'malu']",NON-CYBERBULYING
"['yg', 'meja', 'kayaknya', 'enak', 'tuh', 'cilik', 'jarang', 'makan', 'gituan']",NON-CYBERBULYING
"['iya', 'bu', 'iya', 'iya']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['cilik', 'makan', 'mewah']",NON-CYBERBULYING
"['negara', 'yg', 'suka', 'ngelabelin', 'rakyat', 'cilik', 'badut', 'bikin', 'mual', 'sumpah']",CYBERBULLYING
"['warung', 'pecel', 'mah', 'taplak', 'mejany', 'karpet', 'kursiny', 'kursi', 'kayu', 'it', 'disarungin']",NON-CYBERBULYING
"['cilik', 'hhhhmmmmmm', 'maksud', 'beliau', 'menyinggung', 'karakter', 'tubuh', 'orang', 'asia', 'yan']",NON-CYBERBULYING
"['mu', 'buk']",NON-CYBERBULYING
"['hubungannya', 'apaa', 'km', 'cucu', 'nya', 'maaf', 'presiden', 'kinerja', 'beliau']",NON-CYBERBULYING
"['angkringan', 'coba', 'bu', 'kalo', 'berani', 'pinggir', 'jalan']",NON-CYBERBULYING
"['partai', 'cilik', 'keturunan', 'beliau', 'hrs', 'jd', 'pleciden']",NON-CYBERBULYING
"['warung', 'mejone', 'lemek', 'kain', 'ngono', 'tol']",NON-CYBERBULYING
"['sorry', 'blak2an', 'bodoh', 'yg', 'ngecyberbullying', 'kenyataannya', 'emang', 'realitas', 'lapangan']",NON-CYBERBULYING
['pret'],NON-CYBERBULYING
"['cilik', 'ga', 'dolanan', 'twitter', 'mbak', 'btw', 'sego', 'pecel', 'mu', 'lawuhe', 'opo', 'empal', '20', 'ewu', 'dewe', 'iku']",NON-CYBERBULYING
"['nih', 'pecel']",NON-CYBERBULYING
"['partainya', 'cilik', 'bikin', 'kebijakan', 'nyusahin', 'cilik', 'pencitraan', 'mulu', 'ae', 'mbah', 'mending', 'pawang', 'ujan']",CYBERBULLYING
"['muak', 'ah', 'lihat', 'pencitraan', 'menjelang', 'pilpres', 'rakyat', 'basi', 'omdo', 'ora', 'percoyo']",CYBERBULLYING
"['ketawa', 'takut', 'dosa']",NON-CYBERBULYING
['cxixixixi'],NON-CYBERBULYING
['licik'],CYBERBULLYING
"['taplak', 'mejanya', 'bagus', 'bgt', 'makan', 'pecel', 'warung', 'bu', 'pengen', 'coba', 'hehehe']",NON-CYBERBULYING
['p'],NON-CYBERBULYING
"['kayak', 'kondangan']",NON-CYBERBULYING
"['orang', 'kalo', 'ga', 'beneran', 'cilik', 'ya', 'gini', 'pura2', 'cilik', 'suara', 'pem']",NON-CYBERBULYING
"['ckp', 'tw']",NON-CYBERBULYING
"['kebijakan', 'memberatkan', 'cilik', 'kader', 'partai', 'presid']",NON-CYBERBULYING
"['waduk', 'sero']",NON-CYBERBULYING
"['gorengan', 'sg', 'wes', 'lembek', 'blek', 'krupuk', 'werno', 'biru', 'sedotan', 'warna', 'warni', 'kui', 'bener', 'warung', 'pecel', 'oh', 'ya', 'kobokan']",NON-CYBERBULYING
"['kalo', 'menang', 'patut', 'dicurigai']",NON-CYBERBULYING
"['beli', 'pecel', 'harga', '5k', 'sayurnya', 'tok', 'nasinya', 'bikin', 'biar', 'irit', 'kalo', 'pake', 'nasi', '8']",NON-CYBERBULYING
"['tetep', 'enga', 'ah']",NON-CYBERBULYING
"['partai', 'penginjak', 'cilik', 'yg', 'pakai', 'sandal', 'jepit']",CYBERBULLYING
"['hahaha', 'cilik', 'warung', 'cilik', 'woy', 'cilik', 'betah', 'cilik', 't']",NON-CYBERBULYING
"['sipaling', 'ahli', 'bersandiwara']",CYBERBULLYING
"['partainya', 'cilik', 'jujur', 'nyesel', 'milih', 'pdip']",NON-CYBERBULYING
"['partainya', 'cilik', 'gak', 'eksklusif', 'kali', 'makan', 'lesehan', 'pamerin', 'restoran', 'i']",NON-CYBERBULYING
"['partai', 'licik', 'ga', 'kemampuan', 'ngelicikin', 'rakyatnya', 'aktingnya', 'sok', 'jdi', 'orang', 'suci', 'pemilu']",CYBERBULLYING
"['warung', 'semewah', 'emang', 'warung', 'pecel', 'kaya', 'gitu', 'pake', 'taplak', 'putih', 'k']",NON-CYBERBULYING
"['keren', 'warung', 'nya', 'meja', 'dirampel', 'kursi', 'disarungin', 'wkwkwkwkw', 'terdiam', 'kentut', 'diam2', 'lihat', 'teman', 'kawan', 'ku', 'teman']",NON-CYBERBULYING
"['senang', 'bbm', 'cilik', 'menjerit']",NON-CYBERBULYING
"['protokoler', 'spri', 'hebat', 'kereeenn']",NON-CYBERBULYING
['wongcilik'],NON-CYBERBULYING
"['jualan', 'slogan', 'partai', 'cilik', 'emang', 'yg', 'percaya', 'gw', 'sih', 'hueeek']",NON-CYBERBULYING
"['kardusnya', 'dimana', 'mbak', 'durian', 'doang']",NON-CYBERBULYING
"['warung', 'pecel', 'meja', 'nya', 'berlapis', 'taplak', 'putih']",NON-CYBERBULYING
"['geliik', 'bet', 'liat', 'nya']",NON-CYBERBULYING
"['cilik', 'sampek', 'koyo', 'pitik']",NON-CYBERBULYING
"['ngelawak', 'muluu', 'gk', 'capek']",CYBERBULLYING
"['kayak', 'gininya', 'pilpres']",NON-CYBERBULYING
"['serahkan', 'capres', 'kuat', 'pura', 'cilik']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['batasan', 'merakyat', 'dipikiran', 'emng', 'sekedar', 'post', 'foto', 'makan', 'warung', 'pecel']",NON-CYBERBULYING
"['partainya', 'yg', 'dipuja', 'dn', 'didukung', 'cilik', 'partainya', 'pe']",NON-CYBERBULYING
"['cilik', 'negara', 'maksudnya', 'diperjelas', 'soale', 'blm', 'nemu', 'warung', 'pecel', 'sing', 'table', 'c']",NON-CYBERBULYING
['coco'],NON-CYBERBULYING
[],NON-CYBERBULYING
['warung'],NON-CYBERBULYING
"['partai', 'cilik', 'preet', 'laah', 'blm', 'presiden', 'ajee', 'udah', 'matiin', 'mic', 'pegimane', 'udah', 'p']",NON-CYBERBULYING
"['golek', 'opo', 'bu']",NON-CYBERBULYING
"['rumput', 'diinjak', 'injak', 'pakan', 'hewan', 'ternak']",NON-CYBERBULYING
"['warung', 'pecel', 'lele', 'mejanya', 'pake', 'taplak', 'putih', 'gitu', 'partai', 'cilik', 'pura', 'pura', 'pa']",NON-CYBERBULYING
"['akar', 'rumput', 'yg', 'berjuang', 'cilik', 'demo', 'turunkan', 'harga', 'bbm']",NON-CYBERBULYING
"['sandal', 'jepit', 'nya', 'yg', 'merk', 'hush', 'pupies', 'y', 'biar', 'sandal', 'jepit', 'yg', 'beli', 'org', 'org', 'kaya', 'wkwkwkk']",NON-CYBERBULYING
"['ente', 'yg', 'bagi2', 'baju', 'tp', 'cemberut', 'tiktok', 'ya']",NON-CYBERBULYING
"['musangking', 'nya', 'enak', 'ga', 'mbak', 'puan', 'rakyat', 'coba']",NON-CYBERBULYING
"['partai', 'licik']",CYBERBULLYING
"['wwkwkwkwkwkwkw', 'dagelan', 'iki']",CYBERBULLYING
"['haduhh', 'kerupuk', 'nnti', 'mlempem']",NON-CYBERBULYING
"['hah', 'ga', 'salah', 'ngetik', 'bu', 'kemana', 'partai', 'partai', 'cilik', 'pas', 'bbm']",NON-CYBERBULYING
"['partainya', 'daus', 'mini', 'kawan', 'kawan', 'versi', 'cilik', 'cocok', 'partai']",CYBERBULLYING
"['akar', 'rumput', 'dalang', 'korupsi', 'kali', 'hahaha']",NON-CYBERBULYING
"['cilok', 'kali', 'bu', 'nama', 'cilik', 'tp', 'yg', 'terhormat', 'kebijakan', 'menyusakan', 'cilik']",NON-CYBERBULYING
"['cilik', 'gak', 'kunted']",NON-CYBERBULYING
"['peryogi', 'buktos', 'san', 's', 'seueur', 'waos']",NON-CYBERBULYING
"['partai', 'cilik', 'partai', 'bullshit', 'pura', 'merakyat', 'tp', 'tetep', 'aja', 'gagal']",CYBERBULLYING
"['maaf', 'mbak', 'resto', 'warung']",NON-CYBERBULYING
"['jg', 'cilik', 'bu']",NON-CYBERBULYING
"['dinda', 'jgn', 'marah']",NON-CYBERBULYING
"['the', 'real', 'partai', 'cilik']",NON-CYBERBULYING
"['maaf', 'mbak', 'mencalonkan', 'sbgi', 'capres', '2024', 'ijinkan', 'tdk', 'memil']",NON-CYBERBULYING
"['warung', 'kursinya', 'disarungin', 'warna', 'putih', 'warung', 'cilik', 'revolusi', '4', '0']",NON-CYBERBULYING
"['lokasi', 'angkutan', 'cilik', 'vellfire', 'bu', 'ma']",NON-CYBERBULYING
['oh'],NON-CYBERBULYING
"['cilik', 'matamu']",CYBERBULLYING
['tai'],NON-CYBERBULYING
"['cilik', 'yg', 'mna', 'yg', 'mba', 'puan']",NON-CYBERBULYING
"['puan', 'elektabilitas', 'pertahankan', 'mengimbangi', 'pesona', 'ganjar', 'usaha', 'keras']",NON-CYBERBULYING
"['makan', 'warung', 'prcel', 'bersih', 'gak', 'berantakan', 'ya', 'makan', 'keliatan']",NON-CYBERBULYING
"['keren', 'warung', 'cilik', 'nuansanya', 'kek', 'hajatan', 'serba', 'putih', 'rapi', 'dimana', 'the', 'real', 'kaum']",NON-CYBERBULYING
['hahahahahaha'],NON-CYBERBULYING
"['dukung', 'mbak', 'puan', 'cawapres', 'iya', 'cawapres', 'pas', 'capresnya', 'pilih', 'tokoh']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['akar', 'rumput', 'sehari', 'makan', 'pecel', 'lele', 'namanya', 'borju', 'piknik']",NON-CYBERBULYING
"['iya', 'lawong', 'pengurus', 'partai', 'nya', 'sederhana', 'merakyat', 'peduli', 'rakyat', 'sandalnya', 'japit', 'makannya', 'saj']",NON-CYBERBULYING
"['sesuai', 'tweet', 'diatas']",NON-CYBERBULYING
"['elite', 'partai', 'nya', 'cilik', 'bu']",NON-CYBERBULYING
"['ganjar', 'keren', 'ya', 'bu']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['mbak', 'rara', 'idolanya', 'cilik', 'warungnya', 'mevvahhh']",NON-CYBERBULYING
"['partainya', 'cilik', 'mensejahterakannya', 'makan', 'pa']",NON-CYBERBULYING
"['mantap', 'mbak', 'rara', 'pawang', 'turun', 'bbm', 'eh', 'hujan']",CYBERBULLYING
"['mbak', 'puan', 'bijaksana', 'rakyat', 'jelata', 'pinjam', 'sendal', 'jepitnya', 'nabokin', 'mikropon', 'indonesia', 'bersuara', 'sisain', '1', 'mikropon', 'khusus', 'sampean']",NON-CYBERBULYING
"['yayayaya', 'sa', 'karepmu', 'bu']",NON-CYBERBULYING
"['partai', 'cilik', 'bbm', 'diem', 'aja', 'bu', 'ga', 'kayak', 'sedih', 'nya', 'gimana', 'gitu']",NON-CYBERBULYING
"['mosok', 'gak', 'rambak', 'woyo', 'woyonnya']",NON-CYBERBULYING
"['gak', 'diajak', 'nanem', 'padi', 'hujanan', 'mbak']",NON-CYBERBULYING
"['hmmm', 'semoga', 'hidayah', 'ya', 'bu']",NON-CYBERBULYING
"['taplak', 'meja', 'warung', 'pecel', 'bagus', 'acara', 'hajatan', 'tetangga']",NON-CYBERBULYING
"['partai', 'cilik', 'yg', 'mna', 'mbak']",NON-CYBERBULYING
"['makan', 'pecel', 'aja', 'update', 'tau', 'ga', 'sih', 'update', 'yg', 'jarang', 'la']",NON-CYBERBULYING
"['cilik', 'matamu', 'jaman', 'sby', 'nangis2', 'lu', 'bbm', '500', 'perak', 'skrg', 'bbm', '2000an', 'lo', 'diem2', 'bae']",NON-CYBERBULYING
"['idih', 'cuiiihh']",NON-CYBERBULYING
"['rakyat', 'diumpamakan', 'dg', 'sandal', 'jepit']",NON-CYBERBULYING
"['pertanyaannya', 'survey', 'utk', 'ora', 'gaduk', 'pni', 'turun', 'temurun', 'bangga', 'pd']",NON-CYBERBULYING
"['tragedi', '27', 'juli', '1996', 'simpati', 'dgn', 'pdi', 'akar', 'rumput', 'sekar']",NON-CYBERBULYING
"['meh', 'rabi', 'tah', 'opok', 'buka', 'warung', 'pecel', 'wae']",NON-CYBERBULYING
"['2024', 'masyarakat', 'paham', 'sosok', 'presiden', 'yg', 'bener2', 'memikirkan', 'rakyat', 'buka']",NON-CYBERBULYING
"['cilik', 'ko', 'matiin', 'mic']",NON-CYBERBULYING
"['keren', 'bu', 'puan']",NON-CYBERBULYING
"['ente', 'kadang', 'kadang', 'cilik', 'cilik', 'gth']",NON-CYBERBULYING
['pfft'],NON-CYBERBULYING
"['gausah', 'nyampah', 'dunia', 'maya', 'kau', 'dunia', 'nyata', 'meresahkan', 'rakyat', 'umur']",CYBERBULLYING
"['emang', 'eaakkk', 'mba', 'rara']",NON-CYBERBULYING
"['anak', 'manusia', 'dimabuk', 'asmara']",NON-CYBERBULYING
"['cilik', 'pake', 'lexus']",NON-CYBERBULYING
"['keren', 'keren', 'coba', 'warning', 'bu', 'kedai', 'terkecil', 'serang']",NON-CYBERBULYING
"['kampung', 'nasi', 'pecel', '3500', 'lauk', 'tempe']",NON-CYBERBULYING
"['hahaha', 'buset', 'dah', 'mba', 'rara', 'pede', 'aja']",NON-CYBERBULYING
"['preeeeeeeeeeeeeeeeeeeeeeeeeeeeeee', 'e', 'eee', 'eeeeeee', 'etttttt']",NON-CYBERBULYING
"['gak', 'belajar', 'dri', 'jokowi', 'konsep', 'merakyatnya', 'pencitr', 'nnya']",CYBERBULLYING
"['cilik', 'nya', 'dimana', 'bu', 'makan', 'meja']",NON-CYBERBULYING
"['mba', 'rara', 'kali', 'cari', 'produser', 'fotografer', 'bagusan', 'dikit', 'bikin', 'konsep']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['bangga', 'mba', 'rara']",NON-CYBERBULYING
"['lucu', 'terhibur']",NON-CYBERBULYING
"['cilik', 'peyek', 'dideleh', 'neng', 'piring', 'yo', 'dideleh', 'neng', 'kaleng', 'wafer', 'to', 'yo']",NON-CYBERBULYING
"['percaya', 'banteng']",NON-CYBERBULYING
"['makan', 'pecel', 'ekslusif', 'memposisikan', 'juragan', 'karakter', 'nyata']",NON-CYBERBULYING
['kontol'],NON-CYBERBULYING
[],NON-CYBERBULYING
"['mencerminkan', 'cilik', 'bu']",NON-CYBERBULYING
"['kayanya', 'warung', 'nasi', 'pecel', 'gak', 'yg', 'kursi', 'mejanya', 'kaya', 'gitu', 'yg', 'kursi', 'plastik', 'meja']",NON-CYBERBULYING
"['bu', 'suka', 'p', 'ganjar', 'pripun', 'panjenengan', 'tetep', 'dpr', 'mawon', 'biar', 'p', 'ganjar', 'nyapres', 'gihh']",NON-CYBERBULYING
"['rip', 'kemaluan']",NON-CYBERBULYING
"['typo', 'licik']",CYBERBULLYING
[],NON-CYBERBULYING
"['cilik', 'ya', 'lngsung', 'nya', 'bu', 'buah', 'durian']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['coba', 'liat', 'warung', 'kau', 'bilang', 'cilik', 'gak', 'ngomong', 'bela', 'cilik', 'ka']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['nafas', 'si', 'banteng']",NON-CYBERBULYING
"['warung', 'pecel', 'mejanya', 'pake', 'taplak', 'bangkunya', 'dibungkus', 'pecel', 'vip', 'wkwkwk']",NON-CYBERBULYING
"['cilik', 'sing', 'wareg', 'beli', 'duren', 'montong', 'ya', 'abot']",NON-CYBERBULYING
"['sendal', 'jepit', 'rumput']",NON-CYBERBULYING
"['warung', 'merakyat']",NON-CYBERBULYING
"['trm', 'ksh', 'udah', 'makan', 'nasi', 'pecel', 'warung', 'pecel', 'alhamdulillah', 'jd', 'rejekinya', 'yg', 'warung', 'pecel']",NON-CYBERBULYING
"['partai', 'cilik', 'partai', 'sendal', 'jepit', 'ciliknya', 'dijadikan', 'sendal', 'jepit']",NON-CYBERBULYING
"['partai', 'cilik', 'sendal', 'jepit', 'kelakuan', 'nyekik', 'foto', 'pemanis']",NON-CYBERBULYING
"['warung', 'mah', 'restoran', 'anjir', 'v']",NON-CYBERBULYING
"['licik', 'bu', 'besok', 'besok', 'bikin', 'sesi', 'makan', 'warteg', 'warmindo', 'aa', 'sunda', 'saran', 'aja', 'b']",CYBERBULLYING
"['awas', 'lama2', 'jadian']",NON-CYBERBULYING
"['seneng', 'baca', 'komen2nya']",NON-CYBERBULYING
"['are', 'you', 'kidding', 'bu', 'puan', 'marginal', 'people', 'did', 'not', 'have', 'the', 'privilege', 'to', 'eat', 'that', 'way']",NON-CYBERBULYING
"['gak', 'laku', 'ah']",NON-CYBERBULYING
"['sungai', 'aja', 'partai']",NON-CYBERBULYING
"['akar', 'rumput', 'jare', 'wkwkwkwkwk']",NON-CYBERBULYING
"['mantap', 'bu', 'gas', '2024', 'mas']",NON-CYBERBULYING
['gemeske'],NON-CYBERBULYING
"['bang', 'sadddhhh', 'cilik', 'lu', 'jadikan', 'bahan', 'jualan', 'dasar', 'penjual', 'ludah']",CYBERBULLYING
"['pleketek', 'mbak']",NON-CYBERBULYING
"['partai', 'ewg', 'cilik', 'pas', 'pnguasa', 'tutup', 'mata', 'tutup', 'telinga', 'ewg', 'cilik', 'prestasi', 'suka', 'matiin', 'mik']",NON-CYBERBULYING
"['partai', 'cilik', 'hahahaha']",NON-CYBERBULYING
"['ga', 'malu', 'malu', 'nya', 'ya', 'orang', 'ga', 'kayanya']",NON-CYBERBULYING
"['ku', 'mengerti', 'buk']",NON-CYBERBULYING
"['perkuat', 'oligarki', 'omnibus', 'law', 'setuju', 'naikkan', 'bbm', 'ikn', 'istana', 'kes']",NON-CYBERBULYING
"['suaminya', 'puan', 'tarik', 'cemburu', 'untung', 'suaminya']",NON-CYBERBULYING
"['pki', 'tubuh', 'pdip', 'berbahaya']",CYBERBULLYING
